# 299|Сверла по металлу RennBohr METAL P6AM5
1|Сверла по металлу|299|| 299|289 |289 ||norow|Сверла по металлу фрезерованные| RennBohr METAL P6AM5|</span></p><UL><LI>Сверло по металлу полностью шлифованное с цилиндрическим хвостовиком DIN 338 / ГОСТ 10902-77, тип N.<LI>Класс точности A1.<LI>Высокопрочная быстрорежущая сталь P6AM5 с максимально выведенными вредными примесями серы и кремния. Улучшенные режущие свойства при длительном нагреве от трения при сверлении. Твердость 63—66 HRC.<LI>Канавка изготовлена методом врезного фрезерования, что сохраняет структуру стали заготовки и дает сверлу большую прочность на излом.<LI>Заточка Split Point, обеспечивающая легкую и точную засверловку без накернивания, в сочетании с углом заточки сверла 135° оптимальны для работ по сталям высокой точности.<LI>Спираль с углом наклона 25—30°.</UL><p><span class="addt">||/img/pic/drill/small/RennBohr METAL P6AM5-sverlo.jpg|/img/pic/drill/big/RennBohr METAL P6AM5-sverlo.jpg
0|Сверло по металлу &#8199;2.0 x &#8199;49 мм RennBohr (уп. 2 шт.)|299|650020| 42,18| 39,24| 36,75
0|Сверло по металлу &#8199;2.5 x &#8199;57 мм RennBohr (уп. 2 шт.)|299|650025| 46,62| 43,60| 39,90
0|Сверло по металлу &#8199;3.2 x &#8199;65 мм RennBohr (уп. 2 шт.)|299|650032| 64,38| 59,95| 54,60
0|Сверло по металлу &#8199;3.5 x &#8199;70 мм RennBohr (уп. 2 шт.)|299|650035| 66,60| 63,22| 57,75
0|Сверло по металлу &#8199;4.0 x &#8199;75 мм RennBohr (уп. 2 шт.)|299|650040| 76,59| 71,94| 66,15
0|Сверло по металлу &#8199;4.2 x &#8199;75 мм RennBohr            |299|650042| 46,62| 43,60| 39,90
0|Сверло по металлу &#8199;4.5 x &#8199;80 мм RennBohr            |299|650045| 52,17| 47,96| 44,10
0|Сверло по металлу &#8199;4.8 x &#8199;86 мм RennBohr            |299|650048| 57,72| 53,41| 49,35
0|Сверло по металлу &#8199;5.0 x &#8199;86 мм RennBohr            |299|650050| 61,05| 56,68| 52,50
0|Сверло по металлу &#8199;5.5 x &#8199;93 мм RennBohr            |299|650055| 72,15| 66,49| 61,95
0|Сверло по металлу &#8199;6.0 x &#8199;93 мм RennBohr            |299|650060| 83,25| 77,39| 71,40
0|Сверло по металлу &#8199;6.5 x       101 мм RennBohr            |299|650065| 95,46| 88,29| 82,95
0|Сверло по металлу &#8199;7.0 x       109 мм RennBohr            |299|650070|115,44|106,82|100,80
0|Сверло по металлу &#8199;8.0 x       117 мм RennBohr            |299|650080|149,85|140,61|131,25
