1|PLUMBSITE GENESIS &nbsp;&nbsp;400 мм                     |213|781-40-40   |  840||Профессиональные уровни| PLUMBSITE GENESIS|Высококачественные профессиональные уровни фирмы KAPRO (Kapro Industries Ltd., Израиль).<UL><LI>Фрезерованная рабочая поверхность.<LI>Полиакриловые тестированные колбы (защита от протекания и растрескивания).<LI>Точность: 0,5 мм/м (0,029&deg;).<LI>Исключается ошибка углового зрения при измерении вертикальных поверхностей.</UL>||/img/pic/instr/small/KAPRO 700.jpg|/img/pic/instr/big/KAPRO 700.jpg
0|PLUMBSITE GENESIS &nbsp;&nbsp;600 мм                     |213|781-40-60   | 1050
0|PLUMBSITE GENESIS &nbsp;&nbsp;800 мм                     |213|781-40-80   | 1150
0|PLUMBSITE GENESIS 1000 мм                                |213|781-40-100  | 1290
0|PLUMBSITE GENESIS 1200 мм                                |213|781-40-120  | 1440
0|PLUMBSITE GENESIS 1500 мм                                |213|781-40-150  | 1820
0|PLUMBSITE GENESIS 2000 мм                                |213|781-40-200  | 2290
0|PLUMBSITE GENESIS &nbsp;&nbsp;600 мм, 3 глазка           |213|781-41-60   | 1050
0|PLUMBSITE GENESIS &nbsp;&nbsp;800 мм, 3 глазка           |213|781-41-80   | 1190
0|PLUMBSITE GENESIS            2000 мм, 3 глазка           |213|781-41-200  | 2490
1|PLUMBSITE GENESIS &nbsp;&nbsp;600 мм МАГНИТ              |213|781-41-60PM | 1290| |Профессиональные уровни PLUMBSITE GENESIS| МАГНИТ|<UL><LI>Фрезерованная рабочая поверхность.<LI>Полиакриловые тестированные колбы (защита от протекания и растрескивания).<LI>В базовую поверхность встроены мощные магниты.<LI>Точность: 0,5 мм/м (0,029&deg;).<LI>Исключается ошибка углового зрения при измерении вертикальных поверхностей.</UL>||/img/pic/instr/small/k781.jpg|/img/pic/instr/big/k781.jpg
0|PLUMBSITE GENESIS &nbsp;&nbsp;800 мм МАГНИТ              |213|781-41-80PM | 1590
0|PLUMBSITE GENESIS 1000 мм МАГНИТ                         |213|781-41-100PM| 1890
0|PLUMBSITE GENESIS 1200 мм МАГНИТ                         |213|781-41-120PM| 2100
0|PLUMBSITE GENESIS 1500 мм МАГНИТ                         |213|781-41-150PM| 2390
0|PLUMBSITE GENESIS 2000 мм МАГНИТ                         |213|781-41-200PM| 2960
1|PLUMBSITE GENESIS SHARK 400 мм                           |213|920-10-40   | 1190||Профессиональные уровни| PLUMBSITE SHARK|Высококачественные профессиональные ударопрочные уровни фирмы KAPRO (Kapro Industries Ltd., Израиль).<UL><LI>Фрезерованная рабочая поверхность.<LI>Резиновые вставки позволяют выравнивать поверхность молотком, не убирая уровень.<LI>Полиакриловые тестированные колбы (защита от протекания и растрескивания).<LI>Точность: 0,5 мм/м (0,029&deg;).<LI>Исключается ошибка углового зрения при измерении вертикальных поверхностей.</UL>||/img/pic/instr/small/UROVEN SHARK KAPRO.jpg|/img/pic/instr/big/UROVEN SHARK KAPRO.jpg
0|PLUMBSITE GENESIS SHARK 600 мм                           |213|920-10-60   | 1580
0|PLUMBSITE GENESIS SHARK 800 мм                           |213|920-10-80   | 1790
