1|Напильник 300&nbsp;мм плоский|133|95||Напильники| с деревянной рукояткой
0|Напильник 300&nbsp;мм круглый|133|87
0|Напильник 300&nbsp;мм полукруглый|133|95
0|Напильник 300&nbsp;мм квадратный|133|87
0|Напильник 300&nbsp;мм трехгранный|133|87

1|Отвертка EURO CrV PH 1 х 100&nbsp;мм|61|108||Отвертки EURO CrV|, 3-компонентная рукоятка|||/img/pic/instr/small/OTVERTKI EURO new.jpg|/img/pic/instr/big/OTVERTKI EURO new.jpg
0|Отвертка EURO CrV PH 1 х 150&nbsp;мм|61|119
0|Отвертка EURO CrV PH 2 х 100&nbsp;мм|61|129
0|Отвертка EURO CrV PH 2 х 150&nbsp;мм|61|139
0|Отвертка EURO CrV PH 2 х 150&nbsp;мм|61|149
0|Отвертка EURO CrV SL 4 х 100&nbsp;мм|61|129
0|Отвертка EURO CrV SL 5 х 150&nbsp;мм|61|139
