1|Долото-стамеска плоская "Тигровый глаз" &nbsp;&nbsp;8&nbsp;мм|134|24503|119,00||Долото-стамески плоские| "Тигровый глаз" MATRIX|<UL><LI>двухкомпонентная рукоятка<LI>металлический затыльник</UL>||/img/pic/instr/small/Doloto-stameska.jpg|/img/pic/instr/big/Doloto-stameska.jpg
0|Долото-стамеска плоская "Тигровый глаз" 10 мм|134|24505|122,00
0|Долото-стамеска плоская "Тигровый глаз" 16 мм|134|24511|133,00
0|Долото-стамеска плоская "Тигровый глаз" 20 мм|134|24515|138,00
0|Долото-стамеска плоская "Тигровый глаз" 26 мм|134|24518|155,00
0|Долото-стамеска плоская "Тигровый глаз" 28 мм|134|24519|155,00
0|Долото-стамеска плоская "Тигровый глаз" 30 мм|134|24520|155,00
0|Долото-стамеска плоская "Тигровый глаз" 32 мм|134|24521|164,00
0|Долото-стамеска плоская "Тигровый глаз" 38 мм|134|24525|179,00

1|Стамеска плоская &nbsp;&nbsp;8&nbsp;мм|-134||99||Стамески плоские| с деревянной рукояткой|||/img/pic/instr/small/jpg|/img/pic/instr/big/jpg
0|Стамеска плоская 16&nbsp;мм|-134||119
0|Стамеска плоская 25&nbsp;мм|-134||138
0|Стамеска плоская 32&nbsp;мм|-134||158
1|Набор долот-стамесок 8-12-18-24&nbsp;мм|134|242405|169||| SPARTA, плоские, с деревянной рукояткой <span class=art>арт. 242405</span>|||/img/pic/instr/small/Stameski.jpg|/img/pic/instr/big/Stameski.jpg

1|Набор инструментов|247|14102|2390||| STELS, 31 предмет 1/2" CrV <span class=art>арт. 14102</span>|<ul><li>Ключ трещоточный<li><span title=8,10,11,12,13,14,15,17,18,19,22,24,27,30,32мм>15 торцевых головок </span><li>Адаптер трехсторонний<li>2 удлинителя: 125&nbsp;мм, 250&nbsp;мм</li><li>2 головки свечные: 16, 21&nbsp;мм<li><span title=8,9,10,11,12,13,14,17,18,19мм>10 комбинированных ключей</span></ul>||/img/pic/instr/small/14102.jpg|/img/pic/instr/big/jpg
1|Набор инструментов|247|14103|2490||| STELS, 60 предметов 1/2" CrV <span class=art>арт. 14103</span>|<ul><li>Головки и комбинированные ключи изготовлены из хромованадиевой стали, придающей инструменту исключительную твердость в сочетании с легкостью.<li>Биты, биты-вставки и отвёртки производятся из стали S2, улучшающей свойства инструмента.<li>Кейс изготовлен из жесткого противоударного пластика с металлическими застёжками.</ul>||/img/pic/instr/small/14103.jpg|/img/pic/instr/big/14103.jpg
1|Набор инструментов|247|14105|2990||| STELS, 82 предмета 1/4" - 1/2" CrV <span class=art>арт. 14105</span>|<ul class=deep><li>Инструмент с приводом (присоединительным квадратом) 1/4" (6,35&nbsp;мм):<ul><li><span title=4,4.5,5,5.5,6,7,8,9,10,11,12,13,14мм>13 6-гранных торцевых коротких головок с УПК</span><li>адаптер-переходник для бит, длина 25&nbsp;мм</li><li><span title=шестигранные (HEX): 3,4,5,6&nbsp;мм\nс внешней звездой (TORX): T8,T10,T15,T20,T25,T30\nшлицевые (SLOTTED): 4,5.5,7&nbsp;мм\nPhillips: PH1,PH2\nPozidrive (POZI): PZ1,PZ2">17 насадок (головок-бит), длина 32&nbsp;мм</span></li><li>2 прямых удлинителя: 50&nbsp;мм, 100&nbsp;мм</li><li>удлинитель гибкий 150&nbsp;мм</li><li>карданный шарнир</li><li>вороток реверсивный (трещотка) с кнопкой и флажком 1/4",&nbsp;130&nbsp;мм</li><li>вороток скользящий Т-образный 1/4",&nbsp;115&nbsp;мм</li><li>вороток с торцевой рукояткой 1/4",&nbsp;150&nbsp;мм</li></ul></li><li>Инструмент с приводом (присоединительным квадратом) 1/2" (12.7&nbsp;мм):<ul><li><span title=14,15,16,17,18,19,20,22,24,27,30,32мм>12 6-гранных торцевых коротких головок с УПК</span><li>адаптер-переходник с квадрата на квадрат 3/8"(F) x 1/2"(M)</li><li>адаптер-переходник (держатель бит) для вставок 5/16" с квадратом 1/2"</li><li><span title=шестигранные (HEX): 8,10,12,14&nbsp;мм\nс внешней звездой (TORX): T40,T45,T50,T55\nшлицевые (SLOTTED): 8,10,12&nbsp;мм\nPhillips: PH3,PH4\nPozidrive (POZI): PZ3,PZ4">15 5/16" бит-вставок (длина 30&nbsp;мм)</span></li><li>вороток реверсивный (трещотка) с кнопкой и флажком 1/2",&nbsp;250&nbsp;мм</li><li>карданый шарнир</li><li>2 удлинителя: 125&nbsp;мм, 250&nbsp;мм</li><li>2 головки торцевые свечные шестигранные с резиновым фиксатором 1/2": 16, 21&nbsp;мм</li></ul></li><li>Ручной слесарный инструмент:<ul><li><span title=8,10,11,12,13,14,17,19,22мм>9 комбинированных рожково-накидных ключей</span></li></ul></li><li>Пластиковый бокс. Вес (с боксом) 6,0 кг</li></ul>||/img/pic/instr/small/14105.jpg|/img/pic/instr/big/14105.jpg

