1|Ножовка по металлу|58||575|555|545||| 300&nbsp;мм GROSS PIRANHA <span class=art>арт. 77600</span>|24 TPI, обрезиненная рукоятка, захват, биметаллическое полотно.||/img/pic/instr/small/Nozovka po metallu 300 PIRANHA.jpg|/img/pic/instr/big/Nozovka po metallu 300 PIRANHA.jpg
1|Ножовка по металлу|58||125|118|110||| 300&nbsp;мм SPARTA <span class=art>арт. 775865</span>|Пластмассовая рукоятка||/img/pic/instr/small/Nozovka po metallu 300 plasm puchka.jpg|/img/pic/instr/big/Nozovka po metallu 300 plasm puchka.jpg
1|Полотно для ножовки по металлу|58||85|75|72||| 300&nbsp;мм GROSS, высокоуглеродистая сталь, 24 TPI <span class=art>арт. 77719</span>|Упаковка 2 шт. Цена за упаковку.||/img/pic/instr/small/GROSS POLOTNO GERM.jpg|/img/pic/instr/big/GROSS POLOTNO GERM.jpg
1|Полотно для ножовки по металлу|58||85|75|72||| 300&nbsp;мм GROSS, высокоуглеродистая сталь, 18 TPI <span class=art>арт. 77720</span>|Упаковка 2 шт. Цена за упаковку.||/img/pic/instr/small/GROSS POLOTNO GERM.jpg|/img/pic/instr/big/GROSS POLOTNO GERM.jpg
1|Полотно для ножовки по металлу|58||125|115|105||| 300&nbsp;мм GROSS, биметаллическое, переменный зуб VARIOZAHN-BiM <span class=art>арт. 77731</span>|Упаковка 2 шт. Цена за упаковку.||/img/pic/instr/small/Polotno GROSS VARIOZAHN.jpg|/img/pic/instr/big/Polotno GROSS VARIOZAHN.jpg
1|Полотно для ножовки по металлу|58||32|28|25||| 300&nbsp;мм RUNEX, биметаллическое, 24TPI <span class=art>арт. 477709</span></span>|<UL><LI>Полотно из пружинной стали.<LI>Зубцы из быстрорежущей стали.</UL><p><span class="addt">Упаковка 2 шт. Цена за упаковку.||/img/pic/instr/small/477709.jpg|/img/pic/instr/big/jpg
1|Полотно для ножовки по металлу|58||85|75|72||| 300&nbsp;мм MATRIX, биметаллическое, 24TPI <span class=art>арт. 77772</span></span>|Упаковка 2 шт. Цена за упаковку.||/img/pic/instr/small/77772.jpg|/img/pic/instr/big/jpg
1|Полотно для ножовки по металлу|58||135|125|115||| 300&nbsp;мм У7 <span class=art>арт. 77764</span>|Упаковка 12 шт. Цена за упаковку.||/img/pic/instr/small/Polotno Dla NoJOVOK po metallu  (12).jpg|/img/pic/instr/big/Polotno Dla NoJOVOK po metallu  (12).jpg
#1|Полотно для ножовки по металлу|58||77|-||| 300&nbsp;мм GROSS, биметаллическое <span class=art>арт. 77782</span></span>|Упаковка 2 шт. Цена за упаковку.||/img/pic/instr/small/Polotno Dla NoJOVOK po metallu BIMETALL (2).jpg|/img/pic/instr/big/Polotno Dla NoJOVOK po metallu BIMETALL (2).jpg

1|Ножовка столярная с универсальными зубьями|128||155|148|142|||, 400&nbsp;мм, шаг зубьев 4&nbsp;мм (Ижевск) <span class=art>арт. 23163</span>|Уменьшенный шаг зубьв обеспечивает хорошую чистоту среза, плавное резание, отсутствие сколов на выходе материала.||/img/pic/instr/small/NOJOVKA 400.jpg|/img/pic/instr/big/NOJOVKA 400.jpg
1|Ножовка по дереву|128||185|169|155||| ЗУБЕЦ, 450&nbsp;мм <span class=art>арт. 23803</span>|7-8 TPI, каленый зуб.||/img/pic/instr/small/NOZOVKA ZUBEC.jpg|/img/pic/instr/big/NOZOVKA ZUBEC.jpg
1|Ножовка по дереву|128||149|129|119||| SPARTA, 400&nbsp;мм <span class=art>арт. 232305</span>|5-6 TPI, каленый зуб.||/img/pic/instr/small/232305.jpg|/img/pic/instr/big/jpg
#1|Ножовка по дереву|128||169||| WOOD LINE, 450&nbsp;мм ("REMOCOLOR") <span class=art>арт. </span>|Полимернное покрытие полотна, трехгранная заточка, твердость 55 HRC, индукционная закалка зубьев.<br>Для распиловки сухой и влажной древесины твердых и мягких пород поперек волокон, а также ДСП, МДФ, пластика.||/img/pic/instr/small/NOJOVKA WOOD LINE 450 mm.jpg|/img/pic/instr/big/NOJOVKA WOOD LINE 450 mm.jpg
1|Ножовка по дереву|128||295|275|265||| MATRIX Professional "BLACK SERIES", 550&nbsp;мм <span class=art>арт. 23579</span>|Каленый зуб 3D, тефлоновое покрытие полотна, деревянная рукоятка с резиновым протектором, 7-8 TPI.||/img/pic/instr/small/NOJOVKA BLACK SERIES 550 mm.jpg|/img/pic/instr/big/NOJOVKA BLACK SERIES 550 mm.jpg
1|Ножовка по дереву|128||485|465|455||| GROSS "PIRANHA 3D", 500&nbsp;мм <span class=art>арт. 24101</span>|Сегментное строение рабочей кромки полотна, каленый зуб 3D, двухкомпонентная рукоятка, 7-8 TPI (зубьев на дюйм).||/img/pic/instr/small/PIRANHA 500.jpg|/img/pic/instr/big/PIRANHA 500.jpg
1|Ножовка по дереву|128||475|462|455||| GROSS "PIRANHA 3D", 550&nbsp;мм <span class=art>арт. 24108 / 24105</span>|Сегментное строение рабочей кромки полотна, каленый зуб 3D, двухкомпонентная рукоятка, 11-12 TPI (зубьев на дюйм).||/img/pic/instr/small/NOJOVKA PIRANHA 550 mm.jpg|/img/pic/instr/big/NOJOVKA PIRANHA 550 mm.jpg
1|Ножовка по дереву CROSSWEHR "TIMMER", 400 мм, 7 TPI|128|574001|465|445|435||Ножовки по дереву| CROSSWEHR (Швеция) "TIMMER"|Острый равнобедренный зуб, работающий в обоих направлениях. Толстое полотно дает стабильность при распиловке. Прекрасно подходит для работ по твердой древесине, ДСП, фанере и ламинату. Идеальная степень разводки обеспечивает легкую работу даже по сырой древесине как вдоль, так и поперек волокон. Зубья закалены. Удобная ударопрочная пластиковая рукоятка. ||/img/pic/instr/small/nozovka TIMMER.jpg|/img/pic/instr/big/nozovka TIMMER.jpg
0|Ножовка по дереву CROSSWEHR "TIMMER", 550 мм, 7 TPI|128|574003|495|475|465
1|Ножовка по дереву CROSSWEHR "SNABB", 400 мм, 11 TPI|128|574011|495|465|450||Ножовки по дереву| CROSSWEHR (Швеция) "SNABB"|Частый зуб с трехгранной заточкой, дающей зубу дополнительную режущую грань с оптимальным агрессивным углом. Особая разводка на 4 режущих острия обеспечивает исключительно быстрое, легкое и чистое пиление, как вдоль, так и поперек древесных волокон. Применима по всем видам твердой и мягкой древесины, ДСП, МДФ, ламинату, фанере, сухому и сырому дереву. Толстое полотно 1,0 мм обеспечивает стабильность пиления и ровный пропил. Зубья закалены. Удобная ударопрочная пластиковая рукоятка. ||/img/pic/instr/small/nozovka SNABB.jpg|/img/pic/instr/big/nozovka SNABB.jpg
0|Ножовка по дереву CROSSWEHR "SNABB", 500 мм, 11 TPI|128|574012|595|575|565
1|Ножовка по дереву Runex Classic, 400 мм, 7 TPI|128|577401|195|178|169||Ножовки по дереву| Runex Classic|<UL><LI>Для поперечной и продольной распилки деревянных материалов, материалов из ДСП, МДФ, ламинированных плит и пластиков.<LI>7 зубьев на дюйм, зубья на полотне разведены и заточены.<LI>Полотно изготовлено из закалённой пружинящей стали 1 мм с лаковым покрытием.<LI>Удобная двухкомпонентная рукоятка с резиновой вставкой, закрепленная в 3 точках.</UL>||/img/pic/instr/small/Runex-Classic.jpg|/img/pic/instr/big/jpg
0|Ножовка по дереву Runex Classic, 500 мм, 7 TPI|128|577402|235|225|215
0|Ножовка по дереву Runex Classic, 550 мм, 7 TPI|128|577403|275|255|238
1|Ножовка по сырой древесине Runex Green, 400 мм, 3,5 TPI|128|577441|215|195|188||Ножовки по сырой древесине| Runex Green|<UL><LI>Прямой крупный зуб, 3,5 зуба на дюйм.<LI>Полотно изготовлено из закалённой пружинящей стали 1 мм с лаковым покрытием.<LI>Удобная двухкомпонентная рукоятка с резиновой вставкой, закрепленная в 3 точках.</UL>||/img/pic/instr/small/Runex-Green.png|/img/pic/instr/big/jpg
0|Ножовка по сырой древесине Runex Green, 500 мм, 3,5 TPI|128|577442|255|242|235

1|Ножовка по пенобетону 600&nbsp;мм|129|577404|695|675|625||| RUNEX Cement <span class=art>арт. 577404</span>|<UL><LI>Твердосплавные напайки на зубья; шаг зубьев 20 мм.<LI>Антикоррозийное покрытие полотна.<LI>Толщина полотна 1,8 мм.<LI>Двухкомпонентная обрезиненная рукоятка.</UL>||/img/pic/instr/small/RUNEX_Cement.jpg|/img/pic/instr/big/jpg
1|Ножовка по пенобетону 500&nbsp;мм|129|23380|625|595|575||Ножовки по пенобетону| Ножовка по пенобетону 600 мм твердосплавные зубья RUNEX Cement (577404)MATRIX|<UL><LI>Твердосплавные напайки из карбида вольфрама со специальным углом заточки для распила пенобетонных блоков, что позволяет совершать аккуратный чистый рез.<LI>Тефлоновое покрытие защищает полотно от коррозии и снижает трение о материал.<LI>Двухкомпонентная рукоятка эргономичной формы не скользит в руке.</UL>||/img/pic/instr/small/NOJOVKA PO PENOBETONU.jpg|/img/pic/instr/big/NOJOVKA PO PENOBETONU.jpg
0|Ножовка по пенобетону 700&nbsp;мм|129|23382|725|695|655
